classname , numberOfVersionsUntil, numberOfFixesUntil, numberOfRefactoringsUntil, numberOfAuthorsUntil, linesAddedUntil, maxLinesAddedUntil, avgLinesAddedUntil, linesRemovedUntil, maxLinesRemovedUntil, avgLinesRemovedUntil, codeChurnUntil:, maxCodeChurnUntil, avgCodeChurnUntil, ageWithRespectTo, weightedAgeWithRespectTo, bugs , nonTrivialBugs , majorBugs , criticalBugs , highPriorityBugs , 
org::eclipse::mylyn::wikitext::core::parser::markup::token::PatternLineBreakReplacementToken ,6,1,0,2,7,2,1.16667,4,2,0.666667,3,2,0.5,32.7143,13.7959,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::mediawiki::core::block::ParagraphBlock ,5,0,0,2,27,21,5.4,12,6,2.4,15,17,3,32.7143,22.5503,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::editors::LongTextAttributeEditor ,13,0,0,2,30,6,2.30769,16,3,1.23077,14,4,1.07692,61.2857,22.5286,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::mediawiki::core::MediaWikiIdGenerationStrategy ,2,1,0,1,1,1,0.5,1,1,0.5,0,0,0,9.85714,1.14286,0,0,0,0,0, 
org::eclipse::mylyn::wikitext::textile::core::TextileLanguage ,12,1,0,2,248,73,20.6667,226,122,18.8333,22,73,1.83333,32.7143,18.3957,1,0,0,0,0, 
org::eclipse::mylyn::internal::java::ui::editor::FocusedJavaProposalProcessor ,16,0,2,2,54,20,3.375,35,5,2.1875,19,16,1.1875,92.5714,58.1799,0,0,0,0,0, 
org::eclipse::mylyn::xplanner::wsdl::soap::domain::DomainData ,6,0,0,2,139,135,23.1667,145,141,24.1667,-6,0,-1,93.7143,38.7009,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::core::GzipGetMethod ,13,0,0,3,57,16,4.38462,96,35,7.38462,-39,7,-3,49.8571,8.09774,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::editors::TaskUrlHyperlink ,6,0,0,2,8,4,1.33333,5,2,0.833333,3,3,0.5,90.4286,47.4643,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::OfflineCachingStorage ,14,0,1,3,36,9,2.57143,36,9,2.57143,0,5,0,91.1429,28.7698,0,0,0,0,0, 
org::eclipse::mylyn::tasks::core::data::TaskDataModelListener ,6,0,0,2,10,4,1.66667,3,1,0.5,7,3,1.16667,46.5714,14.1714,0,0,0,0,0, 
org::eclipse::mylyn::wikitext::core::util::IgnoreDtdEntityResolver ,5,1,0,2,6,2,1.2,6,3,1.2,0,1,0,32.7143,12.7143,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::DialogErrorReporter ,5,0,0,2,14,11,2.8,7,5,1.4,7,11,1.4,40.7143,15.3673,0,0,0,0,0, 
org::eclipse::mylyn::tasks::ui::wizards::NewTaskWizard ,42,0,1,3,418,113,9.95238,382,108,9.09524,36,108,0.857143,108.143,38.9269,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::twiki::core::token::LinkReplacementToken ,3,0,0,1,7,6,2.33333,7,6,2.33333,0,0,0,23.8571,4.73469,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::ui::search::SavedQueryFile ,3,0,1,1,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::editors::RepositoryTaskEditorDropListener ,9,0,0,2,18,4,2,17,6,1.88889,1,3,0.111111,45.8571,6.29365,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::editor::validation::AnnotationMarkupValidator ,3,0,0,2,14,13,4.66667,13,12,4.33333,1,1,0.333333,32.7143,2.5102,1,0,0,0,0, 
org::eclipse::mylyn::context::core::ContextCore ,9,1,0,2,36,15,4,9,5,1,27,15,3,48.8571,5.69841,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::search::SearchHitCollector ,20,0,0,3,181,111,9.05,172,63,8.6,9,48,0.45,131.143,87.8406,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::tracwiki::core::token::LineBreakToken ,3,0,0,2,3,2,1,3,2,1,0,0,0,32.7143,5.42857,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::views::TaskKeyComparator ,13,1,0,3,100,69,7.69231,35,19,2.69231,65,50,5,139.571,71.5786,1,0,1,0,1, 
org::eclipse::mylyn::internal::tasks::ui::util::DownloadAttachmentJob ,3,0,0,2,10,6,3.33333,6,5,2,4,3,1.33333,39.5714,20.2,0,0,0,0,0, 
org::eclipse::mylyn::zest::layouts::algorithms::CompositeLayoutAlgorithm ,3,0,0,1,11,6,3.66667,15,10,5,-4,0,-1.33333,121.714,24.7403,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::preferences::Messages ,1,0,0,1,0,0,0,0,0,0,0,0,0,14.5714,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::provisional::commons::ui::ScalingHyperlink ,3,0,0,2,5,4,1.66667,2,1,0.666667,3,3,1,39.8571,15.6286,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::model::Resolution ,12,0,0,2,26,7,2.16667,60,25,5,-34,7,-2.83333,110.714,60.7967,0,0,0,0,0, 
org::eclipse::mylyn::bugzilla::deprecated::BugzillaRepositoryQuery ,3,0,0,3,4,4,1.33333,1,1,0.333333,3,3,1,39.5714,13,0,0,0,0,0, 
org::eclipse::mylyn::wikitext::core::parser::markup::token::PatternEntityReferenceReplacementToken ,6,1,0,2,10,4,1.66667,6,3,1,4,2,0.666667,32.7143,10.1714,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::wizards::TaskDataImportWizardPage ,37,0,2,3,402,138,10.8649,535,120,14.4595,-133,98,-3.59459,139.571,32.5199,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::service::JiraClientData ,9,0,0,2,84,65,9.33333,80,65,8.88889,4,65,0.444444,96.8571,7.40136,0,0,0,0,0, 
org::eclipse::mylyn::wikitext::ui::annotation::ClassAnnotation ,5,1,0,2,4,1,0.8,4,2,0.8,0,1,0,32.7143,15.4286,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::bugs::actions::NewTaskFromMarkerHandler ,6,0,0,2,20,7,3.33333,20,12,3.33333,0,3,0,40.7143,12.9,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::model::filter::ComponentFilter ,6,0,0,1,13,5,2.16667,14,6,2.33333,-1,4,-0.166667,110.714,49.7143,0,0,0,0,0, 
org::eclipse::mylyn::internal::context::ui::ContextUiImages ,18,1,0,2,62,15,3.44444,91,47,5.05556,-29,4,-1.61111,139.143,80.7166,2,2,0,0,0, 
org::eclipse::mylyn::internal::tasks::core::DefaultTaskMapping ,3,0,0,2,8,7,2.66667,2,1,0.666667,6,6,2,37.1429,12.7679,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::commands::OpenSelectedTaskHandler ,7,0,0,2,15,5,2.14286,11,4,1.57143,4,3,0.571429,46,9.09524,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::ComboSelectionDialog ,6,0,0,2,9,4,1.5,14,5,2.33333,-5,2,-0.833333,139.571,58.3016,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::actions::CompareAttachmentsAction ,14,0,0,2,91,52,6.5,94,58,6.71429,-3,3,-0.214286,57,17.2465,0,0,0,0,0, 
org::eclipse::mylyn::zest::core::viewers::internal::AbstractStructuredGraphViewer ,9,1,1,1,105,34,11.6667,114,48,12.6667,-9,8,-1,103.714,3.12381,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::core::OfflineDataStore ,14,0,0,3,38,10,2.71429,28,5,2,10,9,0.714286,118.714,34.5714,0,0,0,0,0, 
org::eclipse::mylyn::wikitext::core::parser::builder::MultiplexingDocumentBuilder ,6,1,0,2,26,22,4.33333,25,22,4.16667,1,1,0.166667,32.7143,4.21429,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::tasks::ui::actions::ToggleActiveFoldingEditorActionDelegate ,2,0,0,1,2,2,1,2,2,1,0,0,0,8,0.285714,0,0,0,0,0, 
org::eclipse::mylyn::internal::web::tasks::WebContentProposalProvider ,5,0,0,3,7,4,1.4,3,1,0.6,4,3,0.8,87.2857,50.4082,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::tasks::ui::WikiTextTasksUiPlugin ,3,0,0,1,6,5,2,1,1,0.333333,5,5,1.66667,8,3.47619,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::ScheduleDatePicker ,15,0,1,3,112,37,7.46667,94,43,6.26667,18,24,1.2,59,12.5268,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::core::UncategorizedTaskContainer ,9,0,0,3,10,4,1.11111,13,5,1.44444,-3,3,-0.333333,60,28.1857,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::editors::PreviewAttributeEditor ,14,0,0,2,53,13,3.78571,37,9,2.64286,16,7,1.14286,57.2857,22.3315,1,1,0,0,0, 
org::eclipse::mylyn::wikitext::core::validation::DocumentLocalReferenceValidationRule ,1,0,0,1,0,0,0,0,0,0,0,0,0,16.4286,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::ui::actions::AddFavoriteAction ,2,0,1,1,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::sandbox::dev::MylynDevPlugin ,5,0,0,2,18,13,3.6,3,1,0.6,15,13,3,70.7143,39.746,0,0,0,0,0, 
org::eclipse::mylyn::internal::sandbox::ui::views::ContextHierarchyView ,10,0,0,2,20,7,2,24,13,2.4,-4,3,-0.4,48.8571,9.16429,0,0,0,0,0, 
org::eclipse::mylyn::internal::hypertext::ui::editors::WebElementsEditorFactory ,8,0,1,1,18,11,2.25,9,6,1.125,9,5,1.125,164,1.20635,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::core::BugzillaAttributeMapper ,18,0,0,2,228,54,12.6667,70,34,3.88889,158,37,8.77778,42,5.4693,1,1,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::util::TaskDataSnapshotOperation ,1,0,0,1,0,0,0,0,0,0,0,0,0,5.14286,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::sandbox::ui::views::RelatedElementsPopupDialog ,12,0,0,2,31,13,2.58333,21,5,1.75,10,8,0.833333,48.8571,8.05991,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::actions::AddRepositoryAction ,24,0,2,3,119,60,4.95833,72,28,3,47,59,1.95833,139.571,74.2521,1,0,0,0,0, 
org::eclipse::mylyn::internal::xplanner::ui::XPlannerRepositoryConnector ,1,0,0,1,0,0,0,0,0,0,0,0,0,6.42857,0,1,1,0,0,0, 
org::eclipse::mylyn::internal::context::ui::wizards::ContextRetrieveWizard ,14,0,0,3,25,4,1.78571,22,5,1.57143,3,3,0.214286,50.2857,11.4857,0,0,0,0,0, 
org::eclipse::mylyn::zest::core::widgets::internal::GraphLabel ,8,0,1,1,82,63,10.25,20,5,2.5,62,59,7.75,103.714,18.8728,0,0,0,0,0, 
org::eclipse::mylyn::internal::pde::ui::PdeUiBridge ,22,1,1,2,123,16,5.59091,143,16,6.5,-20,3,-0.909091,92.4286,46.1324,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::util::TaskDataExportOperation ,17,0,0,3,370,161,21.7647,522,230,30.7059,-152,31,-8.94118,46,23.6676,0,0,0,0,0, 
org::eclipse::mylyn::internal::sandbox::ui::actions::ToggleRelationshipProviderAction ,8,0,0,2,11,5,1.375,9,4,1.125,2,1,0.25,48.8571,15.3117,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::JiraFieldData ,1,0,0,1,0,0,0,0,0,0,0,0,0,18.8571,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::textile::core::validation::TextileReferenceValidationRule ,1,0,0,1,0,0,0,0,0,0,0,0,0,16.4286,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorCommentPart ,52,0,0,2,1666,455,32.0385,1331,359,25.5962,335,191,6.44231,61.2857,31.5154,1,1,0,0,0, 
org::eclipse::mylyn::internal::context::ui::wizards::Messages ,3,0,0,1,2,1,0.666667,2,1,0.666667,0,0,0,14.8571,0.142857,0,0,0,0,0, 
org::eclipse::mylyn::internal::java::ui::editor::AbstractEditorHyperlinkDetector ,5,0,0,1,8,5,1.6,7,4,1.4,1,4,0.2,162.571,111.875,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::tracwiki::core::block::QuoteBlock ,3,0,0,2,8,7,2.66667,8,7,2.66667,0,0,0,32.7143,3.10714,0,0,0,0,0, 
org::eclipse::mylyn::internal::sandbox::ui::actions::OpenActiveSearchQuickView ,4,0,0,2,6,4,1.5,2,1,0.5,4,3,1,48.8571,21.7143,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::editor::preferences::Messages ,2,0,0,1,1,1,0.5,1,1,0.5,0,0,0,19.8571,2,1,0,0,0,0, 
org::eclipse::mylyn::internal::web::tasks::WebConnectorUi ,16,1,0,2,38,6,2.375,35,8,2.1875,3,4,0.1875,90.4286,41.0752,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::JiraClientFactory ,11,0,1,3,43,14,3.90909,45,20,4.09091,-2,4,-0.181818,48.7143,10.8339,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::service::web::JiraWebSessionCallback ,19,1,0,2,121,56,6.36842,41,5,2.15789,80,53,4.21053,110.714,59.5679,0,0,0,0,0, 
org::eclipse::mylyn::internal::context::ui::actions::FocusTaskListAction ,30,1,0,4,172,40,5.73333,127,32,4.23333,45,13,1.5,119,56.2533,1,0,1,0,1, 
org::eclipse::mylyn::wikitext::core::util::anttask::MarkupToDocbookTask ,10,1,0,2,79,30,7.9,49,28,4.9,30,12,3,32.7143,8.9783,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::properties::Messages ,1,0,0,1,0,0,0,0,0,0,0,0,0,14.7143,0,0,0,0,0,0, 
org::eclipse::mylyn::tasks::ui::SynchronizeChangedTasksJob ,4,1,2,2,3,2,0.75,3,2,0.75,0,0,0,91.7143,0.285714,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::tracwiki::core::token::BangEscapeToken ,3,0,0,2,4,3,1.33333,4,3,1.33333,0,0,0,32.7143,4.5,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::ScheduleTaskMenuContributor ,64,2,1,3,641,113,10.0156,636,226,9.9375,5,48,0.078125,125,68.7078,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::model::filter::RelativeDateRangeFilter ,9,0,0,2,13,5,1.44444,24,15,2.66667,-11,4,-1.22222,110.714,53.1868,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::core::BugzillaClientManager ,27,0,1,3,94,10,3.48148,75,10,2.77778,19,7,0.703704,123.857,66.9574,1,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::core::TaskRepositoriesExternalizer ,20,0,2,3,128,39,6.4,67,10,3.35,61,34,3.05,139.143,51.2042,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::TasksReminderDialog ,15,0,1,3,60,15,4,62,15,4.13333,-2,4,-0.133333,139.571,77.1762,0,0,0,0,0, 
org::eclipse::mylyn::internal::monitor::ui::WorkbenchUserActivityMonitor ,5,0,0,2,6,4,1.2,7,4,1.4,-1,3,-0.2,90.7143,56.5,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::util::css::SparseCharSequence ,1,0,0,1,0,0,0,0,0,0,0,0,0,5.42857,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::tracwiki::core::phrase::EscapePhraseModifier ,3,0,0,2,9,5,3,15,11,5,-6,0,-2,32.7143,6.66667,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::editors::TaskEditorActionPart ,46,0,0,3,534,121,11.6087,463,178,10.0652,71,91,1.54348,61.2857,17.9572,3,3,0,0,0, 
org::eclipse::mylyn::zest::layouts::constraints::BasicEdgeConstraints ,2,0,1,1,2,2,1,2,2,1,0,0,0,135.857,43.7143,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::wsdl::soap::RemoteValidationException ,9,0,0,2,106,76,11.7778,107,77,11.8889,-1,7,-0.111111,110.714,27.686,0,0,0,0,0, 
org::eclipse::mylyn::internal::sandbox::ui::IncomingTaskListContentProvider ,14,0,0,3,80,21,5.71429,50,7,3.57143,30,19,2.14286,79,28.0554,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::actions::CloneTaskAction ,20,0,0,3,152,42,7.6,149,65,7.45,3,22,0.15,77.7143,25.6767,0,0,0,0,0, 
org::eclipse::mylyn::tasks::ui::TaskHyperlink ,16,0,0,3,101,60,6.3125,81,60,5.0625,20,60,1.25,105.143,14.9265,0,0,0,0,0, 
org::eclipse::mylyn::internal::resources::ui::ResourcesUiPreferenceInitializer ,11,1,0,2,39,20,3.54545,31,6,2.81818,8,17,0.727273,92.4286,32.6154,0,0,0,0,0, 
org::eclipse::mylyn::internal::compatibility::Messages ,1,0,0,1,0,0,0,0,0,0,0,0,0,19.1429,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::xplanner::ui::XPlannerTaskDataHandler ,1,0,0,1,0,0,0,0,0,0,0,0,0,6.42857,0,1,1,0,0,0, 
org::eclipse::mylyn::internal::tasks::core::DateRange ,15,1,1,3,300,192,20,246,108,16.4,54,183,3.6,45.4286,5.54333,0,0,0,0,0, 
org::eclipse::mylyn::internal::web::ui::WebUiUtil ,17,1,0,2,144,34,8.47059,86,30,5.05882,58,34,3.41176,145.857,42.3879,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::service::web::JiraWebClient ,20,1,0,2,431,102,21.55,399,104,19.95,32,21,1.6,54,17.9466,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::core::BugzillaQueryHit ,11,1,0,2,15,5,1.36364,61,42,5.54545,-46,3,-4.18182,132.714,18.7143,0,0,0,0,0, 
org::eclipse::mylyn::internal::context::core::SaxContextContentHandler ,30,0,3,2,246,96,8.2,179,96,5.96667,67,96,2.23333,109.857,38.3304,1,1,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::commands::RemoteTaskSelectionDialog ,52,0,2,3,251,68,4.82692,289,67,5.55769,-38,64,-0.730769,120.571,30.9158,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::notifications::TaskListNotificationQueryIncoming ,10,0,0,2,14,4,1.4,68,49,6.8,-54,3,-5.4,66.8571,29.0204,0,0,0,0,0, 
org::eclipse::mylyn::wikitext::tests::ClassTraversal ,7,1,0,1,19,11,2.71429,4,1,0.571429,15,10,2.14286,16.7143,10.1729,0,0,0,0,0, 
org::eclipse::mylyn::internal::trac::ui::TracSearchHandler ,6,0,0,2,8,4,1.33333,5,1,0.833333,3,3,0.5,39.5714,15.0536,0,0,0,0,0, 
org::eclipse::mylyn::tasks::core::TaskRepository ,80,0,2,3,1609,322,20.1125,1001,332,12.5125,608,129,7.6,139.714,63.973,1,1,0,0,0, 
org::eclipse::mylyn::internal::jira::core::JiraField ,1,0,0,1,0,0,0,0,0,0,0,0,0,18.8571,0,0,0,0,0,0, 
org::eclipse::mylyn::bugzilla::deprecated::BugzillaCompareStructureCreator ,3,0,0,3,8,8,2.66667,3,3,1,5,5,1.66667,39.5714,13,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::wsdl::soap::RemoteException ,9,0,0,2,103,74,11.4444,106,77,11.7778,-3,7,-0.333333,110.714,27.9168,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::core::SaxMultiBugReportContentHandler ,46,0,0,4,1114,300,24.2174,778,300,16.913,336,300,7.30435,103,44.58,1,0,0,0,1, 
org::eclipse::mylyn::internal::tasks::ui::wizards::NewQueryWizard ,21,1,2,3,41,5,1.95238,40,5,1.90476,1,4,0.047619,139.571,40.9512,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::util::WikiTextUiResources ,2,0,0,2,3,3,1.5,3,3,1.5,0,0,0,26.5714,6.71429,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::model::IssueLink ,7,0,0,2,45,31,6.42857,14,6,2,31,30,4.42857,110.714,26.8794,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::model::IssueType ,14,0,0,2,41,11,2.92857,64,25,4.57143,-23,11,-1.64286,110.714,54.7213,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::bugs::AttributeTaskMapper ,19,0,0,2,177,99,9.31579,73,24,3.84211,104,99,5.47368,47.5714,6.69169,1,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::util::SelectionProviderAdapter ,4,0,0,2,30,24,7.5,8,6,2,22,18,5.5,57.8571,47.6429,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::editors::ContentOutlineTools ,10,0,0,3,20,5,2,19,4,1.9,1,4,0.1,139.571,64.8286,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::service::soap::JiraSoapServiceLocator ,5,0,0,2,12,7,2.4,6,3,1.2,6,4,1.2,54,29.0833,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::ui::search::BugzillaSearchOperation ,7,0,0,2,14,6,2,13,6,1.85714,1,1,0.142857,148.571,14.1429,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::editor::dnd::DndConfigurationStrategy ,2,1,0,1,1,1,0.5,1,1,0.5,0,0,0,7.71429,0.142857,0,0,0,0,0, 
org::eclipse::mylyn::internal::xplanner::ui::editor::XPlannerUserStoryEditor ,1,0,0,1,0,0,0,0,0,0,0,0,0,6.42857,0,1,1,0,0,0, 
org::eclipse::mylyn::internal::sandbox::ui::JavaContextLabelProvider ,5,0,0,2,9,5,1.8,7,4,1.4,2,1,0.4,48.8571,18.3175,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::actions::TaskDeactivateAction ,25,1,2,2,46,8,1.84,44,8,1.76,2,3,0.08,139.571,69.1118,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::actions::AbstractTaskRepositoryAction ,16,0,0,2,113,43,7.0625,72,43,4.5,41,43,2.5625,107.857,36.9545,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::views::TaskRepositoriesTableLabelProvider ,2,0,0,2,0,0,0,0,0,0,0,0,0,131.571,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::TaskArchiveFilter ,18,0,0,3,48,11,2.66667,37,8,2.05556,11,8,0.611111,139.571,78.2351,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::views::TaskListToolTipHandler ,62,4,0,2,1290,255,20.8065,1011,319,16.3065,279,100,4.5,139.571,42.357,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::actions::CommentActionGroup ,1,0,0,1,0,0,0,0,0,0,0,0,0,6.85714,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::core::data::TaskDataState ,15,0,0,2,151,36,10.0667,92,44,6.13333,59,19,3.93333,47.1429,2.7474,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::actions::TaskListSortAction ,5,0,0,3,16,7,3.2,4,1,0.8,12,6,2.4,44.7143,28.0089,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::actions::SynchronizeAllAction ,11,0,0,3,16,4,1.45455,16,4,1.45455,0,3,0,139.429,84.4286,0,0,0,0,0, 
org::eclipse::mylyn::wikitext::core::parser::LinkAttributes ,5,1,0,2,33,28,6.6,3,2,0.6,30,28,6,32.7143,3.03896,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::model::ServerInfo ,12,0,0,2,49,12,4.08333,20,5,1.66667,29,10,2.41667,110.714,42.8134,0,0,0,0,0, 
org::eclipse::mylyn::internal::monitor::usage::editors::UsageSummaryReportEditorPart ,26,0,1,3,445,278,17.1154,414,283,15.9231,31,278,1.19231,103.571,4.49567,0,0,0,0,0, 
org::eclipse::mylyn::internal::sandbox::dev::IntrospectObjectAction ,22,0,0,2,48,7,2.18182,41,7,1.86364,7,4,0.318182,92,30.2321,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::viewer::AnnotationHyperlinkDetector ,4,0,0,2,26,20,6.5,19,17,4.75,7,4,1.75,32.7143,2.22527,0,0,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::wizards::NewLocalCategoryWizard ,7,0,0,2,11,4,1.57143,9,2,1.28571,2,3,0.285714,133,69.8571,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::editor::commands::ShowQuickOutlineCommand ,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::model::filter::NobodyFilter ,7,0,0,1,10,5,1.42857,8,4,1.14286,2,4,0.285714,110.714,58.7,0,0,0,0,0, 
org::eclipse::mylyn::internal::java::ui::editor::ActiveFoldingListener ,47,0,3,2,442,185,9.40425,637,269,13.5532,-195,7,-4.14894,164,35.6639,2,2,0,0,0, 
org::eclipse::mylyn::internal::tasks::ui::util::TaskComparator ,5,2,0,1,71,35,14.2,4,3,0.8,67,32,13.4,9.57143,4.84507,0,0,0,0,0, 
org::eclipse::mylyn::internal::tests::report::Build ,3,0,0,2,15,10,5,1,1,0.333333,14,10,4.66667,65.2857,24.4286,0,0,0,0,0, 
org::eclipse::mylyn::zest::layouts::constraints::LabelLayoutConstraint ,2,0,1,1,2,2,1,2,2,1,0,0,0,135.857,43.7143,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::ui::editor::BugzillaTaskEditorPageFactory ,6,0,0,3,12,4,2,8,3,1.33333,4,3,0.666667,42,8.10714,0,0,0,0,0, 
org::eclipse::mylyn::internal::context::ui::actions::ContextActiveActionFilter ,7,0,2,1,35,26,5,35,26,5,0,26,0,102.714,12.8286,0,0,0,0,0, 
org::eclipse::mylyn::internal::context::ui::actions::AbstractInterestManipulationAction ,26,1,0,2,138,16,5.30769,120,17,4.61538,18,8,0.692308,139.714,58.205,0,0,0,0,0, 
org::eclipse::mylyn::internal::jira::core::TaskSchema ,1,0,0,1,0,0,0,0,0,0,0,0,0,18.8571,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::ui::util::css::DescendantSelector ,2,1,1,1,1,1,0.5,1,1,0.5,0,0,0,7.42857,0.571429,0,0,0,0,0, 
org::eclipse::mylyn::internal::wikitext::textile::core::block::PreformattedBlock ,3,0,0,2,11,9,3.66667,11,9,3.66667,0,0,0,32.7143,3.74026,0,0,0,0,0, 
org::eclipse::mylyn::internal::java::ui::search::Messages ,1,0,0,1,0,0,0,0,0,0,0,0,0,14.8571,0,0,0,0,0,0, 
org::eclipse::mylyn::internal::bugzilla::ui::BugzillaResultMatchAdapter ,15,0,1,2,42,6,2.8,34,6,2.26667,8,3,0.533333,164,25.9694,0,0,0,0,0, 
org::eclipse::mylyn::internal::context::ui::preferences::ContextUiPreferencePage ,22,0,0,2,157,57,7.13636,645,511,29.3182,-488,29,-22.1818,137.286,70.0409,0,0,0,0,0, 
org::eclipse::mylyn::internal::monitor::core::collection::DataOverviewCollector ,8,0,1,2,73,37,9.125,46,34,5.75,27,17,3.375,109.857,68.6634,0,0,0,0,0, 
org::eclipse::mylyn::internal::web::ui::WebUiBridgePlugin ,18,0,1,2,70,21,3.88889,45,9,2.5,25,12,1.38889,92.4286,35.1571,0,0,0,0,0, 
